title,author,url,cover_url,rating,summary,genres,number_of_pages,time,amazon_link,audible_link
"Parable of the Sower (Earthseed, #1)",Octavia E. Butler,https://www.goodreads.com/book/show/52397.Parable_of_the_Sower,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442169447i/52397.jpg,4.21,"In 2025, with the world descending into madness and anarchy, one woman begins a fateful journey toward a better future.Lauren Olamina and her family live in one of the only safe neighborhoods remaining on the outskirts of Los Angeles. Behind the walls of their defended enclave, Lauren’s father, a preacher, and a handful of other citizens try to salvage what remains of a culture that has been destroyed by drugs, disease, war, and chronic water shortages. While her father tries to lead people on the righteous path, Lauren struggles with hyperempathy, a condition that makes her extraordinarily sensitive to the pain of others.When fire destroys their compound, Lauren’s family is killed and she is forced out into a world that is fraught with danger. With a handful of other refugees, Lauren must make her way north to safety, along the way conceiving a revolutionary idea that may mean salvation for all mankind.","Fiction,Science Fiction,Dystopia,Fantasy,Classics,Post Apocalyptic,Speculative Fiction",345,11 hours 30 minutes,https://www.amazon.com/gp/product/B0BZHT26LV/ref=x_gr_bb_kindle?caller=Goodreads&tag=x_gr_bb_kindle-20,http://www.amazon.com/gp/product/0446675504/ref=x_gr_bb_amazon?ie=UTF8&tag=x_gr_bb_amazon-20&linkCode=as2&camp=1789&creative=9325&creativeASIN=0446675504&SubscriptionId=1MGPYB6YW3HWK55XCGG2
Ancillary Justice (Imperial Radch #1),Ann Leckie,https://www.goodreads.com/book/show/17333324-ancillary-justice,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1397215917i/17333324.jpg,3.98,"(Alternate cover edition of ISBN 031624662X / 9780316246620.) On a remote, icy planet, the soldier known as Breq is drawing closer to completing her quest. Once, she was the Justice of Toren - a colossal starship with an artificial intelligence linking thousands of soldiers in the service of the Radch, the empire that conquered the galaxy. Now, an act of treachery has ripped it all away, leaving her with one fragile human body, unanswered questions, and a burning desire for vengeance.","Science Fiction,Fiction,Space Opera,Science Fiction Fantasy,Space,Fantasy,Audiobook",386,12 hours 52 minutes,https://www.amazon.com/gp/product/B00BAXFDLM/ref=x_gr_bb_kindle?caller=Goodreads&tag=x_gr_bb_kindle-20,http://www.amazon.com/s/ref=x_gr_bb_amazon?tag=x_gr_bb_amazon-20&creative=374001&campaign=211041&adid=082VK13VJJCZTQYGWWCZ&index=books&keyword=Ancillary+Justice
We,Yevgeny Zamyatin,https://www.goodreads.com/book/show/76171.We,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1627438181i/76171.jpg,3.89,"The exhilarating dystopian novel that inspired George Orwell's 1984 and foreshadowed the worst excesses of Soviet RussiaYevgeny Zamyatin's We is a powerfully inventive vision that has influenced writers from George Orwell to Ayn Rand. In a glass-enclosed city of absolute straight lines, ruled over by the all-powerful 'Benefactor', the citizens of the totalitarian society of OneState live out lives devoid of passion and creativity - until D-503, a mathematician who dreams in numbers, makes a discovery: he has an individual soul. Set in the twenty-sixth century AD, We is the classic dystopian novel and was the forerunner of works such as George Orwell's 1984 and Aldous Huxley's Brave New World. It was suppressed for many years in Russia and remains a resounding cry for individual freedom, yet is also a powerful, exciting and vivid work of science fiction. Clarence Brown's brilliant translation is based on the corrected text of the novel, first published in Russia in 1988 after more than sixty years' suppression.","Fiction,Science Fiction,Classics,Dystopia,Russia,Russian Literature,Literature",226,7 hours 32 minutes,https://www.amazon.com/gp/product/B07K4T9Z1W/ref=x_gr_bb_kindle?caller=Goodreads&tag=x_gr_bb_kindle-20,http://www.amazon.com/gp/product/0140185852/ref=x_gr_bb_amazon?ie=UTF8&tag=x_gr_bb_amazon-20&linkCode=as2&camp=1789&creative=9325&creativeASIN=0140185852&SubscriptionId=1MGPYB6YW3HWK55XCGG2
Lord of Light,Roger Zelazny,https://www.goodreads.com/book/show/13821.Lord_of_Light,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1330127327i/13821.jpg,4.06,"Earth is long since dead. On a colony planet, a band of men has gained control of technology, made themselves immortal, and now rule their world as the gods of the Hindu pantheon. Only one dares oppose them: he who was once Siddhartha and is now Mahasamatman. Binder of Demons, Lord of Light.","Science Fiction,Fantasy,Fiction,Science Fiction Fantasy,Mythology,Classics,Hugo Awards",296,9 hours 52 minutes,http://www.amazon.com/gp/product/0060567236/ref=x_gr_bb_amazon?ie=UTF8&tag=x_gr_bb_amazon-20&linkCode=as2&camp=1789&creative=9325&creativeASIN=0060567236&SubscriptionId=1MGPYB6YW3HWK55XCGG2,https://www.amazon.com/s?k=Lord+of+Light&i=audible&ref=x_gr_w_bb_audible-20&tag=x_gr_w_bb_audible-20
The Windup Girl,Paolo Bacigalupi,https://www.goodreads.com/book/show/6597651-the-windup-girl,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1278940608i/6597651.jpg,3.75,"Anderson Lake is a company man, AgriGen's Calorie Man in Thailand. Under cover as a factory manager, Anderson combs Bangkok's street markets in search of foodstuffs thought to be extinct, hoping to reap the bounty of history's lost calories. There, he encounters Emiko... Emiko is the Windup Girl, a strange and beautiful creature. One of the New People, Emiko is not human; instead, she is an engineered being, creche-grown and programmed to satisfy the decadent whims of a Kyoto businessman, but now abandoned to the streets of Bangkok. Regarded as soulless beings by some, devils by others, New People are slaves, soldiers, and toys of the rich in a chilling near future in which calorie companies rule the world, the oil age has passed, and the side effects of bio-engineered plagues run rampant across the globe. What Happens when calories become currency? What happens when bio-terrorism becomes a tool for corporate profits, when said bio-terrorism's genetic drift forces mankind to the cusp of post-human evolution? Award-winning author Paolo Bacigalupi delivers one of the most highly acclaimed science fiction novels of the twenty-first century.","Science Fiction,Fiction,Dystopia,Steampunk,Fantasy,Cyberpunk,Post Apocalyptic",359,11 hours 58 minutes,https://www.amazon.com/gp/product/B07BWQJBJC/ref=x_gr_bb_kindle?caller=Goodreads&tag=x_gr_bb_kindle-20,http://www.amazon.com/gp/product/1597801577/ref=x_gr_bb_amazon?ie=UTF8&tag=x_gr_bb_amazon-20&linkCode=as2&camp=1789&creative=9325&creativeASIN=1597801577&SubscriptionId=1MGPYB6YW3HWK55XCGG2
"The Three-Body Problem (Remembrance of Earth’s Past, #1)",Liu Cixin,https://www.goodreads.com/book/show/20518872-the-three-body-problem,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1415428227i/20518872.jpg,4.09,"Set against the backdrop of China's Cultural Revolution, a secret military project sends signals into space to establish contact with aliens. An alien civilization on the brink of destruction captures the signal and plans to invade Earth. Meanwhile, on Earth, different camps start forming, planning to either welcome the superior beings and help them take over a world seen as corrupt, or to fight against the invasion.","Science Fiction,Fiction,China,Fantasy,Science Fiction Fantasy,Audiobook,Aliens",472,15 hours 44 minutes,https://www.amazon.com/gp/product/B00IQO403K/ref=x_gr_bb_kindle?caller=Goodreads&tag=x_gr_bb_kindle-20,http://www.amazon.com/s/ref=x_gr_bb_amazon?tag=x_gr_bb_amazon-20&creative=374001&campaign=211041&adid=082VK13VJJCZTQYGWWCZ&index=books&keyword=The+Three-Body+Problem
"The Sparrow (The Sparrow, #1)",Mary Doria Russell,https://www.goodreads.com/book/show/334176.The_Sparrow,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1230829367i/334176.jpg,4.13,"In 2019, humanity finally finds proof of extraterrestrial life when a listening post in Puerto Rico picks up exquisite singing from a planet that will come to be known as Rakhat. While United Nations diplomats endlessly debate a possible first contact mission, the Society of Jesus quietly organizes an eight-person scientific expedition of its own. What the Jesuits find is a world so beyond comprehension that it will lead them to question what it means to be ""human"".","Science Fiction,Fiction,Fantasy,Religion,Science Fiction Fantasy,Speculative Fiction,Aliens",419,13 hours 58 minutes,https://www.amazon.com/gp/product/B000SEIFGO/ref=x_gr_bb_kindle?caller=Goodreads&tag=x_gr_bb_kindle-20,http://www.amazon.com/gp/product/0449912558/ref=x_gr_bb_amazon?ie=UTF8&tag=x_gr_bb_amazon-20&linkCode=as2&camp=1789&creative=9325&creativeASIN=0449912558&SubscriptionId=1MGPYB6YW3HWK55XCGG2
The Sirens of Titan,Kurt Vonnegut Jr.,https://www.goodreads.com/book/show/4982.The_Sirens_of_Titan,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1419363185i/4982.jpg,4.15,"The Sirens of Titan is an outrageous romp through space, time, and morality. The richest, most depraved man on Earth, Malachi Constant, is offered a chance to take a space journey to distant worlds with a beautiful woman at his side. Of course there's a catch to the invitation—and a prophetic vision about the purpose of human life that only Vonnegut has the courage to tell.","Science Fiction,Fiction,Classics,Humor,Novels,Fantasy,Literature",224,7 hours 28 minutes,http://www.amazon.com/s/ref=x_gr_bb_amazon?tag=x_gr_bb_amazon-20&creative=374001&campaign=211041&adid=082VK13VJJCZTQYGWWCZ&index=books&keyword=The+Sirens+of+Titan,https://www.amazon.com/s?k=The+Sirens+of+Titan&i=audible&ref=x_gr_w_bb_audible-20&tag=x_gr_w_bb_audible-20
"The Andromeda Strain (Andromeda, #1)",Michael Crichton,https://www.goodreads.com/book/show/7670.The_Andromeda_Strain,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1587497243i/7670.jpg,3.91,"The United States government is given a warning by the pre-eminent biophysicists in the country: current sterilization procedures applied to returning space probes may be inadequate to guarantee uncontaminated re-entry to the atmosphere. Two years later, seventeen satellites are sent into the outer fringes of space to collect organisms and dust for study. One of them falls to earth, landing in a desolate area of Arizona. Twelve miles from the landing site, in the town of Piedmont, a shocking discovery is made: the streets are littered with the dead bodies of the town's inhabitants, as if they dropped dead in their tracks.--back cover","Science Fiction,Fiction,Thriller,Horror,Mystery,Science Fiction Fantasy,Suspense",327,10 hours 54 minutes,https://www.amazon.com/gp/product/B007UH4EPS/ref=x_gr_bb_kindle?caller=Goodreads&tag=x_gr_bb_kindle-20,http://www.amazon.com/gp/product/0060541814/ref=x_gr_bb_amazon?ie=UTF8&tag=x_gr_bb_amazon-20&linkCode=as2&camp=1789&creative=9325&creativeASIN=0060541814&SubscriptionId=1MGPYB6YW3HWK55XCGG2
The Invisible Man,H.G. Wells,https://www.goodreads.com/book/show/17184.The_Invisible_Man,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1630661776i/17184.jpg,3.64,"This masterpiece of science fiction is the fascinating story of Griffin, a scientist who creates a serum to render himself invisible, and his descent into madness that follows.","Classics,Science Fiction,Fiction,Horror,Fantasy,Audiobook,Literature",192,6 hours 24 minutes,https://www.amazon.com/gp/product/B00EOAAY8A/ref=x_gr_bb_kindle?caller=Goodreads&tag=x_gr_bb_kindle-20,http://www.amazon.com/gp/product/0451528522/ref=x_gr_bb_amazon?ie=UTF8&tag=x_gr_bb_amazon-20&linkCode=as2&camp=1789&creative=9325&creativeASIN=0451528522&SubscriptionId=1MGPYB6YW3HWK55XCGG2
"Use of Weapons (Culture, #3)",Iain M. Banks,https://www.goodreads.com/book/show/12007.Use_of_Weapons,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1587400756i/12007.jpg,4.17,"Special Circumstances had always been the Contact section's moral espionage weapon, the very cutting edge of the Culture's interfering diplomatic policy, the élite of the élite in a society which abhorred élitism. The man known as Cheradenine Zakalwe was one of SC's foremost agents, changing the destiny of planets to suit the Culture through intrigue, dirty tricks or military action.The woman known as Diziet Sma had plucked him from obscurity and pushed him towards his present eminence, but despite all their dealings she did not know him as well as she thought.The drone known as Skaffen-Amtiskaw knew both of these people. It had once saved the woman's life by massacring her attackers in a particularly bloody manner. It believed the man to be a burnt-out case. But not even its machine intelligence could see the horrors in his past.In this brilliant, multilayered book, Iain Banks explores once again the universe of the Culture, which he has previously visited in Consider Phlebas and The Player of Games. Ferociously intelligent, both witty and horrific, Use of Weapons leaves no doubt that Banks is now the outstanding writer of science fiction in Britain.","Science Fiction,Fiction,Space Opera,Science Fiction Fantasy,Cultural,Fantasy,Space",411,13 hours 42 minutes,https://www.amazon.com/gp/product/B0015DWLTE/ref=x_gr_bb_kindle?caller=Goodreads&tag=x_gr_bb_kindle-20,http://www.amazon.com/gp/product/185723135X/ref=x_gr_bb_amazon?ie=UTF8&tag=x_gr_bb_amazon-20&linkCode=as2&camp=1789&creative=9325&creativeASIN=185723135X&SubscriptionId=1MGPYB6YW3HWK55XCGG2
"Twenty Thousand Leagues Under the Sea (Captain Nemo, #2)",Jules Verne,https://www.goodreads.com/book/show/33507.Twenty_Thousand_Leagues_Under_the_Sea,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1494979127i/33507.jpg,3.89,"When an unidentified “monster” threatens international shipping, French oceanographer Pierre Aronnax and his unflappable assistant Conseil join an expedition organized by the US Navy to hunt down and destroy the menace. After months of fruitless searching, they finally grapple with their quarry, but Aronnax, Conseil, and the brash Canadian harpooner Ned Land are thrown overboard in the attack, only to find that the “monster” is actually a futuristic submarine, the Nautilus, commanded by a shadowy, mystical, preternaturally imposing man who calls himself Captain Nemo. Thus begins a journey of 20,000 leagues—nearly 50,000 miles—that will take Captain Nemo, his crew, and these three adventurers on a journey of discovery through undersea forests, coral graveyards, miles-deep trenches, and even the sunken ruins of Atlantis. Jules Verne’s novel of undersea exploration has been captivating readers ever since its first publication in 1870, and Frederick Paul Walter’s reader-friendly, scientifically meticulous translation of this visionary science fiction classic is complete and unabridged down to the smallest substantive detail.","Classics,Science Fiction,Fiction,Adventure,Fantasy,France,Literature",269,8 hours 58 minutes,https://www.amazon.com/gp/product/B003MQLRPG/ref=x_gr_bb_kindle?caller=Goodreads&tag=x_gr_bb_kindle-20,http://www.amazon.com/gp/product/076072850X/ref=x_gr_bb_amazon?ie=UTF8&tag=x_gr_bb_amazon-20&linkCode=as2&camp=1789&creative=9325&creativeASIN=076072850X&SubscriptionId=1MGPYB6YW3HWK55XCGG2
"Foundation's Edge (Foundation, #4)",Isaac Asimov,https://www.goodreads.com/book/show/76683.Foundation_s_Edge,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442311409i/76683.jpg,4.17,"At last, the costly and bitter war between the two Foundations had come to an end. The scientists of the First Foundation had proved victorious; and now they return to Hari Seldon's long-established plan to build a new Empire on the ruins of the old. But rumors persist that the Second Foundation is not destroyed after all—and that its still-defiant survivors are preparing their revenge. Now two exiled citizens of the Foundation—a renegade Councilman and a doddering historian—set out in search of the mythical planet Earth. . .and proof that the Second Foundation still exists.Meanwhile someone—or something—outside of both Foundations seems to be orchestrating events to suit its own ominous purpose. Soon representatives of both the First and Second Foundations will find themselves racing toward a mysterious world called Gaia and a final shocking destiny at the very end of the universe!","Science Fiction,Fiction,Classics,Science Fiction Fantasy,Space Opera,Fantasy,Hugo Awards",450,15 hours 0 minutes,https://www.amazon.com/gp/product/B003EY7JC6/ref=x_gr_bb_kindle?caller=Goodreads&tag=x_gr_bb_kindle-20,http://www.amazon.com/gp/product/0553293389/ref=x_gr_bb_amazon?ie=UTF8&tag=x_gr_bb_amazon-20&linkCode=as2&camp=1789&creative=9325&creativeASIN=0553293389&SubscriptionId=1MGPYB6YW3HWK55XCGG2
"Altered Carbon (Takeshi Kovacs, #1)",Richard K. Morgan,https://www.goodreads.com/book/show/40792913-altered-carbon,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1531415180i/40792913.jpg,4.04,"Four hundred years from now mankind is strung out across a region of interstellar space inherited from an ancient civilization discovered on Mars. The colonies are linked together by the occasional sublight colony ship voyages and hyperspatial data-casting. Human consciousness is digitally freighted between the stars and downloaded into bodies as a matter of course.But some things never change. So when ex-envoy, now-convict Takeshi Kovacs has his consciousness and skills downloaded into the body of a nicotine-addicted ex-thug and presented with a catch-22 offer, he really shouldn't be surprised. Contracted by a billionaire to discover who murdered his last body, Kovacs is drawn into a terrifying conspiracy that stretches across known space and to the very top of society.","Science Fiction,Fiction,Cyberpunk,Mystery,Thriller,Noir,Audiobook",544,18 hours 8 minutes,https://www.amazon.com/gp/product/B000FBFMZ2/ref=x_gr_bb_kindle?caller=Goodreads&tag=x_gr_bb_kindle-20,http://www.amazon.com/gp/product/B000FBFMZ2/ref=x_gr_bb_amazon?ie=UTF8&tag=x_gr_bb_amazon-20&linkCode=as2&camp=1789&creative=9325&creativeASIN=B000FBFMZ2&SubscriptionId=1MGPYB6YW3HWK55XCGG2
The Chain Between Worlds (The Lost Artefacts #1),Johnathon Nicolaou,https://www.goodreads.com/book/show/60288648-the-chain-between-worlds,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1643771474i/60288648.jpg,4.55,"Runner up in the 2021 TCK Publishing Reader’s Choice Awards: Fantasy GenreAt the age of five Lincoln was abandoned inexplicably at an orphanage by his father with nothing but a promise to return and an old wrist chain. 11 years later when seemingly ordinary 16-year-old Lincoln runs away from yet another foster home, heading to his favoured spot in New York City, he is attacked by a dog, a monstrous three headed dog the size of a truck. Becoming marked, a string of attacks follow, only ending when he is saved by El, Ben, and AJ, a group of enhanced people known as Ascendants. Discovering the world is not as it seems, with Sorcerers, Nature Spirits and demonic monsters all hiding in plain sight, he learns that he is a long-lost Ascendant himself; discovering that the chain his father left him was at the centre of a conspiracy that resulted in his abandonment and his father’s subsequent disappearance.","Fantasy,Young Adult,Urban Fantasy,Fiction,Young Adult Fantasy,Science Fiction",335,11 hours 10 minutes,http://www.amazon.com/s/ref=x_gr_bb_amazon?tag=x_gr_bb_amazon-20&creative=374001&campaign=211041&adid=082VK13VJJCZTQYGWWCZ&index=books&keyword=The+Chain+Between+Worlds,https://www.amazon.com/s?k=The+Chain+Between+Worlds&i=audible&ref=x_gr_w_bb_audible-20&tag=x_gr_w_bb_audible-20
Roadside Picnic,Arkady Strugatsky,https://www.goodreads.com/book/show/331256.Roadside_Picnic,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1173812259i/331256.jpg,4.15,"Red Schuhart is a stalker, one of those young rebels who are compelled, in spite of extreme danger, to venture illegally into the Zone to collect the mysterious artifacts that the alien visitors left scattered around. His life is dominated by the place and the thriving black market in the alien products. But when he and his friend Kirill go into the Zone together to pick up a “full empty,” something goes wrong. And the news he gets from his girlfriend upon his return makes it inevitable that he’ll keep going back to the Zone, again and again, until he finds the answer to all his problems.First published in 1972, Roadside Picnic is still widely regarded as one of the greatest science fiction novels, despite the fact that it has been out of print in the United States for almost thirty years.","Science Fiction,Fiction,Russia,Classics,Dystopia,Russian Literature,Novels",145,4 hours 50 minutes,http://www.amazon.com/gp/product/0575070536/ref=x_gr_bb_amazon?ie=UTF8&tag=x_gr_bb_amazon-20&linkCode=as2&camp=1789&creative=9325&creativeASIN=0575070536&SubscriptionId=1MGPYB6YW3HWK55XCGG2,https://www.amazon.com/s?k=Roadside+Picnic&i=audible&ref=x_gr_w_bb_audible-20&tag=x_gr_w_bb_audible-20
A Scanner Darkly,Philip K. Dick,https://www.goodreads.com/book/show/14817.A_Scanner_Darkly,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388737865i/14817.jpg,4.02,"Substance D is not known as Death for nothing. It is the most toxic drug ever to find its way on to the streets of LA. It destroys the links between the brain's two hemispheres, causing, first, disorientation and then complete and irreversible brain damage.The undercover narcotics agent who calls himself Bob Arctor is desperate to discover the ultimate source of supply. But to find any kind of lead he has to pose as a user and, inevitably, without realising what is happening, Arctor is soon as addicted as the junkies he works among...","Science Fiction,Fiction,Dystopia,Classics,Science Fiction Fantasy,Novels,Cyberpunk",219,7 hours 18 minutes,https://www.amazon.com/gp/product/B005LVR6NC/ref=x_gr_bb_kindle?caller=Goodreads&tag=x_gr_bb_kindle-20,http://www.amazon.com/gp/product/057507681X/ref=x_gr_bb_amazon?ie=UTF8&tag=x_gr_bb_amazon-20&linkCode=as2&camp=1789&creative=9325&creativeASIN=057507681X&SubscriptionId=1MGPYB6YW3HWK55XCGG2
The Lathe of Heaven,Ursula K. Le Guin,https://www.goodreads.com/book/show/59924.The_Lathe_of_Heaven,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1433084322i/59924.jpg,4.12,"A classic science fiction novel by one of the greatest writers of the genre, set in a future world where one man's dreams control the fate of humanity. In a future world racked by violence and environmental catastrophes, George Orr wakes up one day to discover that his dreams have the ability to alter reality. He seeks help from Dr. William Haber, a psychiatrist who immediately grasps the power George wields. Soon George must preserve reality itself as Dr. Haber becomes adept at manipulating George's dreams for his own purposes. The Lathe of Heaven is an eerily prescient novel from award-winning author Ursula K. Le Guin that masterfully addresses the dangers of power and humanity's self-destructiveness, questioning the nature of reality itself. It is a classic of the science fiction genre.","Science Fiction,Fiction,Fantasy,Dystopia,Classics,Science Fiction Fantasy,Speculative Fiction",176,5 hours 52 minutes,https://www.amazon.com/gp/product/B0B648Z3ZN/ref=x_gr_bb_kindle?caller=Goodreads&tag=x_gr_bb_kindle-20,http://www.amazon.com/gp/product/0060512741/ref=x_gr_bb_amazon?ie=UTF8&tag=x_gr_bb_amazon-20&linkCode=as2&camp=1789&creative=9325&creativeASIN=0060512741&SubscriptionId=1MGPYB6YW3HWK55XCGG2
The End of Eternity,Isaac Asimov,https://www.goodreads.com/book/show/509784.The_End_of_Eternity,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1405527675i/509784.jpg,4.24,"Andrew Harlan is an Eternal, a man whose job it is to range through past and present Centuries, monitoring and, where necessary, altering Time's myriad cause-and-effect relationships. But when Harlan meets and falls for a non-Eternal woman, he seeks to use the awesome powers and techniques of the Eternals to twist time for his own purposes, so that he and his love can survive together.","Science Fiction,Fiction,Time Travel,Classics,Science Fiction Fantasy,Audiobook,Novels",192,6 hours 24 minutes,http://www.amazon.com/gp/product/0449016196/ref=x_gr_bb_amazon?ie=UTF8&tag=x_gr_bb_amazon-20&linkCode=as2&camp=1789&creative=9325&creativeASIN=0449016196&SubscriptionId=1MGPYB6YW3HWK55XCGG2,https://www.amazon.com/s?k=The+End+of+Eternity&i=audible&ref=x_gr_w_bb_audible-20&tag=x_gr_w_bb_audible-20
Anathem,Neal Stephenson,https://www.goodreads.com/book/show/2845024-anathem,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1488349209i/2845024.jpg,4.17,"Fraa Erasmas is a young avout living in the Concent of Saunt Edhar, a sanctuary for mathematicians, scientists, and philosophers, protected from the corrupting influences of the outside ""saecular"" world by ancient stone, honored traditions, and complex rituals. Over the centuries, cities and governments have risen and fallen beyond the concent's walls. Three times during history's darkest epochs violence born of superstition and ignorance has invaded and devastated the cloistered mathic community. Yet the avout have always managed to adapt in the wake of catastrophe, becoming out of necessity even more austere and less dependent on technology and material things. And Erasmas has no fear of the outside—the Extramuros—for the last of the terrible times was long, long ago.Now, in celebration of the week-long, once-in-a-decade rite of Apert, the fraas and suurs prepare to venture beyond the concent's gates—at the same time opening them wide to welcome the curious ""extras"" in. During his first Apert as a fraa, Erasmas eagerly anticipates reconnecting with the landmarks and family he hasn't seen since he was ""collected."" But before the week is out, both the existence he abandoned and the one he embraced will stand poised on the brink of cataclysmic change.Powerful unforeseen forces jeopardize the peaceful stability of mathic life and the established ennui of the Extramuros—a threat that only an unsteady alliance of saecular and avout can oppose—as, one by one, Erasmas and his colleagues, teachers, and friends are summoned forth from the safety of the concent in hopes of warding off global disaster. Suddenly burdened with a staggering responsibility, Erasmas finds himself a major player in a drama that will determine the future of his world—as he sets out on an extraordinary odyssey that will carry him to the most dangerous, inhospitable corners of the planet . . . and beyond.","Science Fiction,Fiction,Fantasy,Philosophy,Speculative Fiction,Science Fiction Fantasy,Audiobook",937,31 hours 14 minutes,https://www.amazon.com/gp/product/B0015DPXKI/ref=x_gr_bb_kindle?caller=Goodreads&tag=x_gr_bb_kindle-20,http://www.amazon.com/gp/product/0061474096/ref=x_gr_bb_amazon?ie=UTF8&tag=x_gr_bb_amazon-20&linkCode=as2&camp=1789&creative=9325&creativeASIN=0061474096&SubscriptionId=1MGPYB6YW3HWK55XCGG2
The Day of the Triffids,John Wyndham,https://www.goodreads.com/book/show/530965.The_Day_of_the_Triffids,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320530145i/530965.jpg,4.01,"This book is fantastic and frightening, but entirely plausible. It doesn't just seem scientifically possible, but its characters are living people shaken out of the civilization they know into the horror of a world dominated by triffids. The triffids are grotesque and dangerous plants, over seven feet tall, originally cultivated for their yield of high-grade oil. So long as conditions give the mastery to their human directors, they are a valuable asset to mankind. But when a sudden universal disaster turns those conditions upside down, then the triffids, seizing their opportunity, become an active and dreadful menace.The story of what happens is told here by one of the few people lucky enough to escape the disaster.","Science Fiction,Fiction,Classics,Horror,Post Apocalyptic,Dystopia,Fantasy",228,7 hours 36 minutes,http://www.amazon.com/gp/product/0812967127/ref=x_gr_bb_amazon?ie=UTF8&tag=x_gr_bb_amazon-20&linkCode=as2&camp=1789&creative=9325&creativeASIN=0812967127&SubscriptionId=1MGPYB6YW3HWK55XCGG2,https://www.amazon.com/s?k=The+Day+of+the+Triffids&i=audible&ref=x_gr_w_bb_audible-20&tag=x_gr_w_bb_audible-20
"Revelation Space (Revelation Space, #1)",Alastair Reynolds,https://www.goodreads.com/book/show/89187.Revelation_Space,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1405532042i/89187.jpg,3.99,"Nine hundred thousand years ago, something wiped out the Amarantin.For the humans now settling the Amarantin homeworld, it's of little more than academic interest, even after the discovery of a long-hidden, almost perfect city and a colossal statue of a winged Amarantin.For brilliant, ruthless scientist Dan Sylveste, it's more than merely intellectual curiosity - and he will stop at nothing to get at the truth. Even if it costs him everything.But the Amarantin were wiped out for a reason, and that danger is closer and greater than even Syveste imagines...The original novel in the epic series, Revelation Space was nominated for both the BSFA and Arthur C. Clarke awards. Reynolds' PhD in astronomy and experience with the ESA means that his space operas present hard science spins on intergalactic adventures and have impacted SF for years.","Science Fiction,Fiction,Space Opera,Space,Science Fiction Fantasy,Audiobook,Hard Science Fiction",585,19 hours 30 minutes,https://www.amazon.com/gp/product/B0819W19WD/ref=x_gr_bb_kindle?caller=Goodreads&tag=x_gr_bb_kindle-20,http://www.amazon.com/gp/product/0441009425/ref=x_gr_bb_amazon?ie=UTF8&tag=x_gr_bb_amazon-20&linkCode=as2&camp=1789&creative=9325&creativeASIN=0441009425&SubscriptionId=1MGPYB6YW3HWK55XCGG2
"Gateway (Heechee Saga, #1)",Frederik Pohl,https://www.goodreads.com/book/show/218427.Gateway,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1441698400i/218427.jpg,4.06,"Gateway opened on all the wealth of the Universe... and on reaches of unimaginable horror. When prospector Robinette Broadhead went out to Gateway on the Heechee spacecraft, he decided he would know which was the right mission to make him his fortune. Three missions later, now famous and permanently rich, Rob Broadhead has to face what happened to him and what he has become... in a journey into himself as perilous and even more horrifying than the nightmare trip through the interstellar void that he drove himself to take!","Science Fiction,Fiction,Space Opera,Hugo Awards,Science Fiction Fantasy,Classics,Space",278,9 hours 16 minutes,http://www.amazon.com/gp/product/0345475836/ref=x_gr_bb_amazon?ie=UTF8&tag=x_gr_bb_amazon-20&linkCode=as2&camp=1789&creative=9325&creativeASIN=0345475836&SubscriptionId=1MGPYB6YW3HWK55XCGG2,https://www.amazon.com/s?k=Gateway&i=audible&ref=x_gr_w_bb_audible-20&tag=x_gr_w_bb_audible-20
